word value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
cheap 0.24575865 0.10451959 -1.4057055 0.15412745 -0.19094183 -0.27199155 -0.38021117 -0.5262938 0.2139398 0.681915 0.94384176 0.99145836 -0.25398645 -1.041818 0.35383108 0.20441885 -0.4925295 -0.6457205 -0.78248453 0.027442914 0.2814 0.7861337 -0.5940451 -0.3160004 -0.28646317 -0.92532 -0.9383044 0.67926717 -0.6102515 1.126696 -0.6581707 -1.1856883 0.16517013 -0.4763604 -0.13134459 -0.5451046 0.4090737 -0.0025464075 0.15563993 0.42279205 -0.95383257 0.6411969 1.0451353 0.051536288 -0.16460656 -0.059900224 -0.10109186 -0.54257035 -0.44721264 -0.3681416
birthday -1.135362 -0.7555023 0.6443906 -1.2508839 0.60530335 -0.6158564 0.28963244 1.1329985 -0.06350208 -0.57802564 -0.32119277 -0.46595827 0.22190842 -0.48643962 0.8760284 -0.7184077 0.12687892 0.5381949 0.76471144 0.19385892 0.67135656 1.2211602 0.81169474 0.26485312 0.8884316 -0.36497617 -0.4709999 -1.2291318 -0.33155993 0.6939478 -0.33428273 1.0965652 0.22217558 -0.23926397 -0.6794415 -0.68154037 0.21102574 -0.7718043 -0.5449197 0.91689676 0.8985902 0.49948627 0.39486432 1.1821641 -0.10281258 0.83486897 0.68003875 0.28044096 -0.5555505 -0.06841538
dig 0.8723517 0.40635446 -0.37246576 -0.86899585 0.08726513 -1.0197293 -0.3152274 1.3624884 1.3990744 0.24629208 1.3279604 -0.27490577 -0.52576655 -0.61780125 0.29878506 0.4476605 1.2974396 0.620022 -1.1326283 0.04135245 0.8056154 -1.0586307 0.9760289 0.15339974 0.23774001 -0.22942068 -1.2058214 0.8675877 1.2872832 0.8552123 -0.57652533 -1.4143083 -0.86848503 0.7620054 0.06237649 -0.4346976 -1.3724487 0.57401437 -1.034562 0.8727563 -0.2350119 0.70637834 -0.08546434 -0.22776705 -0.13172962 -0.8596704 -0.621889 -0.067901015 -1.0971131 -1.1186733
worried -0.19338728 0.5637375 -1.1361632 0.72848016 1.0632441 -0.35701194 -1.1109437 -1.2206421 1.1208446 0.97176844 1.1213782 0.23189794 -0.68534935 0.0594817 0.7299772 -1.0052587 0.71521014 -0.33883443 -1.019175 -0.75424004 -0.43688458 0.65025514 -0.661768 -0.08375052 -1.1537066 0.22236685 -0.52121955 1.0107884 -0.59756064 -0.063425586 -1.0302742 -1.1987867 -0.34483176 -0.5434912 0.6500521 0.2648635 -0.17446646 0.34118363 0.6111711 -0.22170989 -0.16613255 0.16176464 0.14568067 0.2762497 -0.6748847 -1.0416199 -0.8741617 0.6372973 -0.04261995 -0.9999036
died -0.41337034 0.4902277 -0.7109652 0.9968124 -0.62474096 -0.4539723 0.8351239 0.91787595 1.4948393 -0.033845797 0.29875657 1.656464 -1.2005938 0.12873062 0.4446114 0.22313942 -0.9132335 1.0546376 0.1344699 0.6330407 0.42081517 0.563428 -0.1334055 -0.3653934 0.037512034 0.3773111 -0.78920966 0.13341475 1.0336443 0.3321383 -0.010502555 0.12695353 -0.26767093 0.78506947 0.86788017 -0.13001044 -1.6975094 -0.002691043 -0.17962594 -0.8392464 -1.0489637 -0.56844616 -0.25436953 -0.45723867 1.7313597 -0.32811615 0.8286298 -0.86526155 0.7205465 1.0562248
favourite -0.49995825 0.80008703 -0.9313736 -0.46208844 0.109190024 0.18188313 0.100409195 0.82442254 0.32216486 1.2995796 0.4501737 -0.6718122 -0.6829897 -0.8182489 1.229138 0.8006597 0.20865804 0.7383411 -1.1069311 0.19772103 -0.106061466 0.6744256 0.69361204 0.0028579324 0.71474814 1.2963809 -0.83253086 0.26244995 0.34576148 -0.56478065 0.5981413 0.52078176 -0.7056212 0.23691954 -0.25070187 1.15596 -0.56133074 0.17975004 0.556071 0.17561355 0.9633587 -0.83188087 0.789248 -0.8918648 -0.18707967 0.6351874 -0.09587193 0.63719416 -0.36177042 0.10790518
linked 0.7656899 -1.3897355 -0.5850735 -0.2448141 1.1471112 -1.2095013 -0.77813107 0.10086319 -0.17609468 1.1072284 1.1003976 0.9974776 0.09636399 -0.7247637 -1.2617887 0.21771996 0.22204363 1.224648 -0.31661585 0.28112248 -0.6058648 -0.92453986 -0.58022296 -0.54296297 -0.20285967 -1.1319119 -1.3539691 -0.24760783 1.3055475 -1.0449787 -0.84497035 -1.0536419 -0.41859302 1.0911535 0.9467093 -0.004738095 0.3435439 1.2328535 -0.40692943 -0.95873857 -0.46027592 0.32124746 -0.93127334 -0.87577933 0.51185334 0.3821203 1.3328155 -0.82458925 -0.79520196 -0.36383432
tremble 1.149146 -0.6645973 1.0731853 0.488204 1.5770774 -1.0129441 -0.48739365 -0.048907295 -1.0679634 -0.50399894 1.104762 1.295474 -0.41902158 0.28681967 -1.4003314 0.319415 0.8165701 0.82074314 -0.37300158 -0.8663724 0.0030215243 -1.1039488 0.2619432 -0.96371263 -0.6552288 0.0744531 0.89897436 -0.40230012 1.1402647 -0.25520664 -0.294933 -1.8168476 -1.0721225 0.7871209 -0.585078 -0.5499782 1.0659882 -0.51630324 -0.31187952 -0.21596543 0.78809315 0.54583114 -0.35956877 0.13702019 -0.06568996 -1.1452916 1.2556926 0.051660463 0.3851876 0.044808917
thunderstorm 0.030122664 -1.0666631 -0.6463853 -0.698264 0.4917217 -1.0831417 -1.1720653 -0.14918414 1.215576 0.8817155 0.17571737 0.61639714 0.62461734 -1.2422204 0.1606096 -1.1456751 -0.8294247 0.29850605 -0.33983806 -0.34428674 1.2069108 0.69737726 0.8467121 -1.2617234 0.20394987 -0.82712346 -1.12571 -0.20247959 1.1041039 0.95693547 -0.05777041 0.16416189 0.3516517 0.021683434 -0.8511097 -1.2700839 -0.97618634 0.53009295 -0.7437482 1.3046594 -0.21519597 1.1110976 0.16737257 0.070097215 -0.3084146 0.31522393 -0.15981583 -0.6189895 -1.2018727 -0.4828908
fair -0.5948674 -0.18514359 -0.35799047 -0.06681674 -0.7324078 0.9566883 1.4702144 -0.30916363 0.7674379 -0.24808839 -1.1542959 0.30273026 0.7916116 0.44348896 0.2256167 -0.016109338 0.6013222 0.46541372 -0.0047577703 -0.58555615 -0.10357897 -1.0696996 0.9887453 0.6680486 0.47694784 -0.051296428 -0.56093484 0.45927215 -0.48654157 0.82255614 -0.17995322 1.0178274 -0.38556355 -1.2205853 -0.39809033 -0.7610076 -0.9207632 1.1182204 0.17177136 1.3616425 -0.05463766 -1.1422821 -0.11025389 0.82560617 1.098062 1.6832737 0.62924725 0.56139606 1.2821743 0.02837317
warning 0.082795665 0.31660873 -0.31169918 0.75881785 -0.59732646 1.0119416 0.85681987 -0.36900875 0.30495352 -0.30459964 -0.7155541 -0.12298099 0.17878899 0.19605446 -0.19711009 -0.18642947 0.23972641 0.33569282 -0.1201288 0.031681094 0.046436623 -0.5912842 0.15231964 0.5316023 -0.04471129 -0.021340935 -0.057839196 0.36763024 -0.8095226 0.013897118 -0.04560908 0.7296818 -0.045486484 -0.82131445 -0.1133775 -0.7104368 -0.55543756 0.42560256 -0.06391903 0.45376468 -0.38607112 -0.7410667 0.13022053 0.5013043 0.9357077 1.3094223 -0.3456412 0.28655344 0.9176166 -0.3549163
absence 0.474192 -1.4704975 -1.4883536 -0.10632571 0.49539554 -1.2732385 0.07581015 1.4173813 1.105577 1.1556026 0.25673753 0.42033765 -0.26651388 0.23790342 -1.6067808 0.7219239 0.1377096 0.93594027 -0.5690601 0.22793378 0.90074337 -0.0022030212 0.5260035 -0.53986144 -0.3503953 -1.066475 -0.26177743 1.4234406 1.1673368 1.768423 0.16268581 -1.5206386 -1.4407489 1.6443776 1.2890424 -0.8249527 -1.2549834 1.1460823 1.1845975 0.06309898 -0.36775357 0.93679225 1.152431 0.52597874 1.6444011 -0.47753617 0.13726795 -0.14214422 0.91413075 0.5351639
shade 0.90238035 -0.5370282 -0.65861654 1.4602927 -0.22069171 0.3242402 -0.976486 -0.1510574 -0.8205847 -0.71827966 1.100343 0.19096307 1.0136416 0.2866382 -1.4658151 -0.5546963 0.6165197 0.016816359 -0.34528863 -0.29144704 1.2717303 -0.6443852 0.5091951 -0.8157 -1.1515762 -1.2625355 -1.1096773 -0.017025473 -0.7339871 0.10016147 -1.0761147 -0.44136828 -0.03531833 0.46446925 0.7630472 0.51943356 -0.007997926 -0.33140102 -0.4255735 -0.49287722 -0.52195686 1.085483 -0.27767277 0.03668666 -0.099318884 -1.4989121 0.5216385 1.5041081 -0.57531595 0.31834358
delay 0.045303322 -1.5186788 -0.038769215 0.7389026 1.5759605 -0.7394048 0.74840117 1.0848222 -0.9177991 -0.3256896 0.92670333 1.2122889 -1.0544897 -0.08996948 -0.4350157 1.4318372 -0.65123856 1.5974431 -0.856383 1.1696656 0.0657276 -0.3410259 0.5973908 -0.88158894 1.1278715 -0.7880133 -0.8216596 -0.786765 1.5772201 1.3898692 -0.042619064 -0.5380028 -0.6959512 0.88590133 -0.6894785 -0.13613203 -0.29434592 1.0695488 0.45685008 -0.41785794 -1.0865399 1.1727353 0.36498705 0.8243316 1.3677753 -0.66782755 1.0427185 -0.99731034 0.024540216 1.0241758
cost 0.84741694 -0.76962173 -0.40062058 0.6616312 -0.31599927 -0.7698708 -1.0036308 -0.43761086 1.4267061 -0.14068691 -0.4179973 -0.49426606 -0.41477138 -0.6979098 -0.39018533 -1.3380989 1.1970385 -0.45204216 -1.0305501 0.031579494 0.3732028 -1.3129599 -0.4116089 -0.83210546 -1.3315433 -0.45162085 -0.9262444 1.2787291 0.8787947 0.48203823 -0.49692997 0.43865463 -1.3637326 0.8712776 0.42115664 -1.0444773 0.44930926 -0.5973887 -1.1482491 -0.5932773 -0.2960158 0.08749045 -1.3060484 -0.81902474 -0.39121842 -0.9971158 -0.13967966 0.22189844 -0.8881898 -0.829641
whom 0.3235231 0.88613784 1.174209 0.897452 0.46598363 1.2916931 0.8415362 -0.64708453 0.3332771 -0.12067673 0.31126508 0.04142631 1.2421502 0.20220302 -0.43985498 -0.49339128 -0.76975864 0.16573185 -0.75589263 0.16995776 0.114885904 0.019604215 -0.57281834 0.33406013 -1.2432513 0.36459526 1.018321 0.5403792 -0.26702967 -1.2928791 -0.3064236 0.48662806 -0.3640417 0.06860009 0.440201 0.011759042 -0.51946634 0.044198412 -1.0799193 0.11919523 -0.4607058 -0.09875114 -1.0629221 -0.92125714 -0.44653162 0.15490447 0.11380656 0.3632016 -0.2678177 -0.20032597
sentenced 0.43743107 -0.4411208 -0.80499524 -0.23119104 0.051841956 0.6374961 -0.47634494 1.0184025 0.2790809 0.6250689 -0.45135087 0.14105447 0.64928937 -0.7215781 -0.24274983 0.038231246 -0.5586515 -0.006199199 -0.25880766 0.35593328 0.06570385 0.06696133 -0.42537054 0.22048146 0.018125098 0.5131906 1.1699264 0.3541666 0.34103668 -0.38065735 0.86789083 0.49007833 -0.874339 0.4825432 0.37670472 -0.72364694 -0.06894611 -0.07777934 0.36926863 0.70044106 -0.51217365 -0.40804985 -0.18456721 -0.22654156 -0.23330593 0.7190073 -0.24015366 -0.5443102 -0.3912502 0.18402413
company 1.0817807 0.09593631 -0.85241735 0.92962056 0.47570497 -0.05618736 -0.048013154 -1.221061 0.0053104726 -0.18801856 0.19607434 0.61982673 0.967002 -0.37151104 -0.98653835 -1.2466704 -0.16896349 0.16916813 -1.3796247 -0.061952833 -0.09739325 -0.99515593 -0.053868856 -0.6950936 0.055498302 -1.0556577 -0.17640218 -0.10878212 -0.20179775 0.4798341 -1.3560156 -0.7392954 -0.17857651 0.5704277 -0.2659624 -0.65592945 -0.4031445 0.30493733 -1.4862597 0.83422905 -1.0074179 0.5716109 -1.2189411 -0.8254988 0.3214317 -0.6446572 0.78488237 1.5348119 0.05945037 0.07370843
pardoned 1.3200938 -1.269275 -1.1964209 0.192972 0.8209288 -0.3225763 -0.716076 0.23871256 0.34393847 0.14797209 0.62373286 -1.109738 -0.16507922 -0.7858412 -1.7262228 -0.58730274 0.1231793 0.53284603 0.2478848 0.054529473 0.93480766 -1.7168989 0.0052366103 0.43980387 -0.921228 -1.2329317 0.27999464 0.7418842 0.62977135 1.2785879 0.4483646 0.46258804 -0.13412245 0.27833614 0.77742344 -1.484883 0.81550807 0.17332017 0.19448969 -0.9936892 -0.3729665 -0.545078 0.64962226 -0.24723941 1.7976254 0.18717894 0.6728825 -0.78247225 -0.5188165 -1.52028
picture 1.2327479 -0.40662408 0.14547114 0.59233195 -0.015430427 -0.15088816 -0.3989217 0.019097935 -0.15749735 -0.34504357 0.30472165 1.2856762 1.1535207 0.3955962 -1.0321459 -0.1802778 0.050904565 -1.1612048 0.21577951 -0.6583682 1.0038208 -0.47892472 -0.19991972 -0.24622826 -0.69706774 0.6864866 -0.27298757 -0.30798894 -0.5579104 0.8437581 -0.31759158 -0.20295988 -0.33781275 -0.5492197 0.7430228 -0.9188471 0.4110262 -0.19739349 0.053493835 0.6155382 1.2943171 0.8018919 -1.3581342 -0.17955333 -1.1581095 -0.5011623 0.8195923 0.15504931 -0.5678445 0.3152081
lazy 0.63981694 -0.21855494 0.57432014 -0.60733825 -0.16012003 -0.031273413 0.7071753 -0.08723566 0.4983177 -0.24851455 -0.22825463 0.67349106 -0.17939468 0.9744449 -0.14428923 -0.42643285 0.4609216 -0.27185956 0.5508908 0.40707457 0.6161766 0.5472527 0.7661267 0.581545 -0.93012625 1.2140034 0.5273772 0.25739786 0.48955384 -0.3488094 0.74861115 -0.13043743 -0.5320531 0.1678415 0.5319552 -0.16869435 0.61414635 0.18014476 -0.5078916 -1.0771141 1.1425458 0.7878963 -0.12637489 -0.16974308 -0.2798695 -0.67551535 0.06891522 -0.85233253 -0.12458886 -0.037969753
leaving 1.3837056 -0.51099366 1.0049438 1.0816437 0.4141112 -0.4219172 -0.20242843 0.40683505 0.28208065 0.11323988 0.8570833 0.45527077 1.1268048 -0.58431983 0.5873607 -0.37299395 0.37755466 -0.016370816 0.88677174 -0.04921327 -0.058967892 0.37961105 0.5863569 0.28849548 -1.0950673 -0.3040382 1.509708 0.8496473 1.0448251 0.5803758 -0.6807613 -0.3833415 -0.906949 -0.19520435 -0.21030074 -0.25801462 0.5419127 -1.4339464 0.3346156 0.12732135 1.6376739 -0.53672487 -1.0733745 -0.91907 -0.8973908 -0.88275087 0.07955361 -0.7347463 0.0069782715 -0.18010177
rubbed 1.1552376 0.72493273 0.38357514 -0.003993913 1.5614709 0.042562224 0.71094155 0.4593299 1.7217771 -0.49143934 0.435713 0.6527688 -0.80646104 1.2029121 0.6579199 -0.3077552 1.0401335 0.05858825 -0.15360081 0.23207396 1.1353712 0.19039613 1.0539258 0.6407844 -0.5557237 0.46903005 -0.151672 0.43895313 0.26572663 -0.19664688 0.24568483 -0.981473 -1.2175323 -0.70343393 -0.035946205 -0.502597 -0.47608876 0.18912591 -0.62637055 0.28504264 1.1166891 0.5495465 0.74945796 -1.5555793 -0.31602904 -0.6632712 0.92481774 0.026343264 -1.0381366 -0.38457385
chuckled -1.2033894 -0.48691672 0.7949858 1.1525787 0.67781967 -0.6373571 -1.2142489 -0.78940445 0.40548605 1.1386044 -0.32632968 -0.7143199 0.8544274 -1.3541207 0.5581321 -0.38663706 1.2575746 -0.6877102 0.28818494 -1.1169771 -0.80509907 -0.6342886 -0.13847677 0.7223799 1.0375776 -1.0596493 0.1804641 -0.42909896 0.691386 -0.44333485 0.8081921 1.4498954 0.4196204 1.254964 -0.6154067 -0.85847193 0.15323764 0.88175035 -1.2158821 -0.6883585 -0.13024393 -1.6364098 -0.80361736 0.46088922 -0.30454612 0.65910757 0.21233474 -0.71812123 -0.017115787 -0.4640427
executes 0.7384575 0.4297986 0.18498342 0.045191508 -0.17996693 0.5942699 0.4876162 -0.022844285 0.455772 -0.12395581 -0.3610225 -0.74436516 -0.33730006 -0.6773328 0.83025795 -0.5527439 -0.3224486 0.3393485 -1.0229695 -0.27591345 0.15038392 -0.95646656 -0.3210828 -0.9234978 -0.6565701 -0.9976405 -0.042661317 0.9085049 -1.10718 0.2260756 -0.68040615 0.40049756 0.12569064 -1.0981717 -0.38402116 -0.70809567 0.19901472 -0.6985717 -1.015361 0.10263726 0.3666185 -1.1657926 -0.18992534 -0.29311448 -0.7443092 1.1734257 -0.7004836 -0.09037585 -0.3039275 0.35195056
ledge 0.10821326 1.0998169 -1.2684082 0.19042094 0.53617996 -0.55463475 -0.85102916 -0.38532406 -0.11635344 0.7668186 0.9778577 0.5851365 0.12509754 -0.59607637 0.6460953 -1.0218211 0.06264454 -0.11838368 -0.6371553 -0.35076937 -0.701271 -0.009410214 0.023863358 0.5763098 0.4046078 0.33374205 -0.46648622 0.7142325 -0.31846347 0.013672893 -0.24506895 -0.8420391 -0.432632 -0.4060076 0.33667153 0.3280993 -0.17403868 0.3682278 0.68066573 0.813704 -0.5931693 0.4733947 -0.32193434 0.26905438 -0.1194785 -0.30620924 -0.3097628 0.18524803 -1.06033 -0.8443137
rock 0.742786 0.24599297 -0.9954499 -0.05405465 0.0992578 -1.4174932 -0.24642655 0.5849938 0.7994789 -0.64050496 0.8005697 1.1596472 0.39577216 0.07764121 0.56900597 1.1121962 0.16812317 0.5420843 0.53469867 -0.4851633 0.090555854 -0.21148647 0.7996493 0.22427174 0.51599103 -0.10307632 0.422521 0.9722859 0.66815454 -0.054450452 -0.6716187 -1.0955065 -0.5241622 0.46082863 1.0430397 0.8107509 -0.9643791 0.6811738 -0.091517776 1.2942855 -1.2955358 0.87813187 0.48501295 -0.36094102 0.5717448 -0.7540512 0.07962432 0.9361262 -0.1392142 0.18785329
pitied 0.96456707 -0.15223004 1.1334021 -0.2546522 0.25573462 0.98659617 -1.1578459 -1.1143899 0.5182086 -0.50779325 -0.72279567 -0.32682332 -0.4107585 0.4491602 0.46528578 -0.7875924 0.013423038 -0.9552561 0.29249257 -0.4313536 -0.9579634 -0.4831318 1.1099343 -1.0970963 -0.5715613 1.1562574 -0.07444326 1.0619305 -1.0996841 0.34186408 1.3402894 -0.72177607 -0.8490356 0.078595415 -0.9758072 -0.8733681 0.18085235 -0.8600684 0.48463544 -1.2133899 1.3146352 -1.2233672 -0.7273155 0.17622566 -0.6150298 -0.93789876 -0.87770605 0.80471486 0.9994848 -0.97812384
hollow 0.19833104 0.24646045 -0.18786553 -1.1345096 -0.5563669 -0.5426864 -0.26229107 0.06041526 0.9944344 0.926874 0.119248256 -0.018638121 -1.4158522 -0.5641903 0.6611947 0.2129424 -0.29827157 -0.71201754 0.573612 0.6025932 -0.22921903 1.3452424 1.0858816 -0.8514816 0.8009269 0.011627829 -0.32082754 0.48673028 1.3714279 -0.5225126 0.7228867 0.20471935 0.24265425 -1.2402151 -0.8652554 0.5737908 0.70897746 0.22561587 -0.34080312 -0.57588947 -0.30660164 1.0824654 0.22647783 0.04683997 -0.49083158 -1.2708275 -0.246552 -0.048139874 -0.61443657 -0.39472038
occasional 0.3105409 1.1389372 -0.4523719 -0.9746441 -0.3475207 -0.19438702 -0.56608456 1.1555275 -0.20997107 -0.71064377 0.40726757 -0.047265217 0.11542788 -0.58597445 0.7587464 -0.5337659 -0.26814276 -0.4017827 -0.054599166 -0.8171811 -0.9021541 -0.82921106 -0.37661338 1.0865846 1.2316148 -0.19076575 -0.28030825 -0.36780122 -0.3206628 0.2686002 0.16937512 0.16178535 -0.76861596 -0.2513529 0.097093426 0.76873195 0.013359594 0.16361411 0.36797762 0.39131343 0.23039892 0.5798699 0.7713605 0.50674176 -0.09120201 0.10494267 0.32364538 -0.90404737 -0.44506815 0.14459825
exclamation 0.67476326 1.4388235 0.39085254 -0.57116574 -0.21015188 -0.08968384 0.38736773 1.3930601 -0.4155315 -0.70592266 -0.24686536 -0.5209286 0.781872 -0.8125547 1.1315558 -0.1710588 -0.68167746 -0.7622744 -0.7497434 0.3894121 -0.9686526 0.95461035 -0.5817529 1.4088695 1.5025182 0.56989485 -0.37640354 0.19871497 -0.6443651 0.86796516 0.69049585 0.15799324 -0.43241838 -0.022535847 -0.69982004 0.4423562 0.21355465 0.04976324 0.7184318 0.7626534 0.27494708 -0.6253319 1.1674542 0.8417872 0.028030252 0.28300816 0.21789496 -1.1645273 -0.17362528 0.2499373
hjckrrh 0.95582813 0.5564926 -0.39013767 -0.4472249 -0.25379658 -0.5187314 -0.59464246 1.0164518 0.16118094 -1.0954337 0.22798185 0.31744143 0.8813059 -0.45760208 0.2271227 -0.8589165 -0.27934822 -0.1424582 -0.6147579 -0.3519668 -0.97726387 -0.81972 0.09230817 0.8776958 1.0203637 0.2591251 -0.95555776 0.12636071 -0.3518587 0.8867297 -0.84714246 -0.33914566 -0.23803267 0.23218216 0.89927727 -0.057649773 0.06827152 0.5410133 0.36492342 0.81059194 0.5384052 0.8788854 -0.035410803 0.21904133 0.21540792 -0.9500745 1.0204155 0.4055735 -0.7258449 0.119454674
heavy 0.7835013 0.31218266 0.18304592 -1.010643 1.0538809 -0.33269212 0.7425341 0.5804533 0.8680377 0.44988346 1.0471814 0.26556784 0.9646144 -1.0368241 1.044825 -0.94287395 -0.18068086 -0.7179795 -1.0933824 -1.0223584 -0.68059784 0.3899595 0.80963475 0.9857319 1.1689116 -0.8585326 -0.011291945 -0.65383065 -0.78706485 -0.040633146 0.21496181 -0.0988645 -0.9080962 -0.6450779 0.9749665 1.0180008 -0.81920236 0.083385095 0.23623164 0.15174782 -0.99337614 -0.108065255 0.95037246 -1.0239656 -0.4216323 -0.74322814 -0.06889548 -0.88254845 -1.0609128 0.4627212
calmly 0.19835189 0.3895514 -0.7636678 -0.9248857 -0.47955713 -0.18639427 -0.72721153 -0.2835903 0.5689251 0.73439795 0.19951673 1.3645848 -0.9627578 -0.22580287 -1.207849 0.193339 1.1753845 -0.52886254 -0.9931608 -0.79372704 -0.3603217 -0.7662288 1.0993029 0.36079127 0.64905125 -0.83206403 -0.17447233 0.2701518 1.3447324 -1.0521903 0.5902 -0.933279 0.7723211 0.9817741 0.78738976 -0.33361524 -0.57089895 0.23508191 0.2355141 -1.344504 -0.8670714 0.38901284 1.2616183 0.6964716 1.1692005 0.5248514 -0.20636512 -0.5770361 -0.53882605 -0.12566137
sink 0.82344437 0.9266182 0.6343431 1.096179 0.5700644 -1.2436515 0.96251696 -0.9920081 -0.34259996 -1.1154189 -0.30938932 1.1222955 1.3944713 1.0816785 -1.3910068 -1.1517701 0.18962769 0.4157979 -1.2776011 0.18746771 -0.6657833 -0.30581772 0.76785755 -0.3075276 0.22242314 0.43531483 0.18842745 -0.786143 -0.23295163 -0.071708426 -0.23467001 -0.9955675 -0.85661215 0.98876673 -0.7646467 -0.8530482 -0.5525514 1.3954614 0.61365855 0.9866318 -0.60769033 0.7845652 -1.0280607 -0.74953854 1.2243818 -0.05048836 1.1185178 0.9491717 0.6157186 0.43106794
mayn 0.3184217 -0.38720194 -0.69551533 -0.85272497 -0.86549276 -0.42029238 -0.0181046 -0.5486179 0.59753555 -0.01610261 0.7267201 -0.98680174 0.7328225 -1.3439387 -1.3254342 -0.33388275 0.5014163 1.4382315 0.10383801 0.59614474 1.1151557 0.21335058 -0.10804475 -0.89004844 -0.8555851 -0.5665909 -0.108722255 -0.41265824 0.9293743 0.31615293 0.37547606 1.4489099 -0.07506193 -1.1425697 -0.9427722 -0.89894897 0.8555027 0.64763594 -1.6011602 -0.51066357 -0.4809036 -1.1818645 -1.2232829 0.17257595 0.09036675 1.1982788 -0.5641151 -0.51773775 0.92483014 1.5260451
educations -0.1873954 1.084842 -0.5940224 -0.988173 0.18579268 -0.97731245 0.13524291 0.67237407 0.1050425 0.30811644 0.17234008 -0.030001841 1.4363178 -0.32353258 0.21924302 -0.39407012 0.9925325 1.5698358 -0.3514901 -1.1515001 -0.46573412 0.51777273 0.7455275 0.9508454 0.8018665 -1.4001871 -0.64894617 -0.1322535 -0.41485456 1.234804 0.34655124 -1.1772466 -0.0710568 0.1905819 0.2037685 1.1120384 -0.7255338 0.80147326 -0.22384825 0.17884265 -1.2743164 0.16242673 0.8376707 0.8980735 0.64437616 -0.43724808 0.38800728 -0.4846858 -1.0264401 -0.19818804
extras 0.19864254 0.18013397 -0.008314455 -0.4644238 -0.7432664 -0.49284598 0.90605056 0.30877793 0.10625114 -1.299787 1.2666659 0.84190905 -0.6963701 0.63129747 0.30127952 0.3867379 0.37899986 0.61350757 -0.20039535 0.68829554 -0.29490852 0.7190608 -0.11042109 0.9281242 0.028707238 -0.63732207 -0.61040395 1.1183728 0.28119737 0.9980434 -1.1447891 -0.85013247 -0.66044927 -1.0527986 -0.28297347 -1.1333879 0.029114459 0.5911282 -0.50307757 0.082976244 -1.0726576 1.3623238 -0.09750311 0.7304481 0.4874824 -1.2816654 0.8033395 1.2933102 -0.46721405 -0.24164554
learned 0.68471825 -0.09094148 1.0297502 0.63260937 0.44404367 -0.15574388 0.42859015 -1.2624027 0.81581336 -0.07805816 -0.07748898 1.4535141 -0.44495812 0.64195126 0.37282494 -0.3462921 0.89371157 0.35293275 0.36659473 -0.10013301 0.11984281 0.14803329 0.67740273 -1.0777745 -0.4805276 -0.44932795 0.9361966 0.9317806 0.10730742 1.1400838 -0.63207823 -0.017313361 -1.1425657 -0.4529547 0.061090145 -0.13838373 -0.30081904 -0.6619052 -0.8865882 0.4258181 0.2730349 -0.20287544 -0.8143972 -0.62060887 0.30688092 -0.5463441 1.1396439 0.57475674 -0.04533168 -0.122781344
ours -0.28667247 -0.9604821 0.18568322 1.358092 0.8372894 -0.6298757 0.27448452 -0.30151597 0.72750473 1.3531635 -0.05516757 1.3068471 1.09942 -1.7927299 -0.59043086 0.10065061 0.2693259 0.21364821 -0.3075087 -0.48590264 0.5273369 -1.2011721 -0.83772224 -0.42610878 -1.0668391 0.98949987 -0.8870331 0.10731002 0.3512444 1.2924415 -0.5727491 0.6984434 -1.4428953 -0.021387987 1.4727112 0.52584976 -1.6673911 1.6791351 -0.21324438 0.26777336 0.26293012 -0.109166056 -1.9146496 -0.92693645 1.0960858 0.4181027 0.48492554 0.975461 -0.55136997 0.9065724
extra 0.65171885 0.51240546 0.4091587 0.9013362 0.8161279 0.42311722 0.715016 0.6620573 0.3383463 -0.31670654 0.6594266 0.7341143 0.60311663 0.8407687 0.019871168 -0.075479224 0.7432442 0.22215505 0.7066178 -0.835136 0.7856918 0.4387256 0.7248727 0.29972976 -0.14551695 -0.3544845 0.036771826 0.8677707 0.70549726 0.4991773 0.08479132 -0.84264785 -0.86179525 -0.26018313 -0.23411176 0.6808799 0.18746626 -0.3016026 0.76532876 0.7773287 0.3401619 -0.024444474 0.2346237 -0.7839902 0.87481534 -0.15352522 0.78549564 -0.15874219 0.5406847 -0.043352477
afford 1.0959083 0.5235652 0.16692868 -0.4661441 -0.3104817 -0.77352136 0.7013344 -0.8787758 0.1922625 -1.0552067 -0.13782302 -0.18195367 0.7139937 -0.6316026 -0.7979133 -0.8705361 0.166611 0.99468094 -0.36401933 0.95952576 0.6297166 -0.74398607 -0.268199 -1.3355694 0.27852213 0.16721477 0.7529426 -0.81852865 0.35911456 0.016272642 0.9228997 -0.041634586 -0.29602805 0.8810462 -1.5636226 -0.73088676 0.29496533 0.50350344 -0.24641354 0.61335677 -0.36655146 -0.0942055 -0.74992216 0.2789513 1.22629 0.5027948 0.049478404 -0.46288562 0.4816649 1.080271
