word value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
lizard -0.5608115 -0.43750873 -0.66671854 0.81659 1.1529722 0.28937846 -0.5041897 -0.02731656 -0.91259307 -0.3618029 0.5895182 0.6166331 1.0142341 0.61644846 -1.1686448 -0.3117056 -0.35692132 0.4948679 -0.6810001 -0.15255676 -0.6345538 0.3013928 0.13575941 0.0681393 -0.8915293 -0.079132944 -0.64473563 -0.412117 -0.3598105 0.68992037 -1.2535627 -0.21182203 1.3079054 -0.1518975 1.4753032 0.24516937 0.29530913 -0.20589177 0.4861965 -0.26697764 0.10411543 0.2242606 -0.64274865 -0.20518576 0.25445512 0.2951261 0.7466477 0.49493942 -0.42923084 0.6628123
guinea -0.27021927 -0.7542802 0.31079742 0.7491218 0.8952176 -0.8401821 -0.5723992 -0.18551342 -0.5995061 0.6820803 0.13995132 -1.1625701 0.911865 -0.8511335 -1.7734753 -0.48863995 0.1542194 -1.895328 -0.08965111 -1.8770415 -2.2207983 -1.3801156 -0.5724073 1.484036 -0.1100477 0.7875384 0.19291526 -0.05621808 -1.3233521 -0.00088507537 0.21697319 -1.4176755 0.6891964 -1.00486 0.43142056 0.7671814 0.067300975 -0.68793887 -1.0633796 0.0638354 0.76061076 -0.12338923 0.29410806 -1.0527865 -0.28518263 0.34204155 -0.27462274 -0.75951976 -0.35197225 -0.38501242
pigs 0.39471424 -1.7741085 -0.7035368 -0.05527654 -0.3482279 -0.22454381 0.093475305 0.73913914 -0.17035589 1.2523512 0.6361344 -0.8751034 0.7704213 0.3037722 -1.8545063 0.81032324 0.94014806 -0.4043177 0.671533 -0.11514286 -0.66479963 -0.8691443 0.07548342 0.27132967 0.17331244 -0.7512012 0.002193624 0.8903859 -0.4254464 0.28063783 -0.94225466 -0.96884143 -0.86918825 1.0562456 0.7092139 0.9284408 0.30587947 -0.44154745 0.39821804 0.43681282 -0.60263926 0.5338233 0.70285964 0.14585541 0.7314627 -0.5284693 0.036880955 0.7919219 1.0344776 1.2206981
arms -0.32655105 0.17602973 0.15882196 0.5572407 0.47107923 -0.022706404 -0.112696365 -0.22118181 0.8938666 -0.62542534 0.41719693 -0.047743488 -0.8362097 1.5569062 -0.030749364 0.77714485 0.46180978 -0.3281413 0.15652134 -0.062109873 1.7193718 -0.3550069 1.0041562 0.68554467 -1.5324416 0.95612556 -1.3824384 0.38317925 -0.5109573 -0.23197968 -0.89168084 -0.3431843 -0.7228045 -1.0340236 -0.6444647 -1.2563608 -1.4733428 0.41569135 1.035603 0.21900134 0.24803215 0.9056146 -0.21787587 0.19777206 0.017408611 -0.9854619 -0.938855 0.6839524 0.15691967 -0.50875866
father -0.19861214 -0.5623444 -0.51823825 -0.028610295 1.0007316 -0.59624803 0.121801935 -1.8799466 0.6978699 0.8958899 0.081528984 -0.39741018 0.5130803 1.0894405 -0.6602473 0.20242083 -0.7428774 -0.91820306 0.06705122 -0.637018 -0.45401397 -2.3816257 0.88935703 -0.40353125 0.44820562 -0.4670593 -1.0165596 1.1348931 0.44807187 2.0132167 1.2251803 -0.38303196 0.10707004 0.6975115 -0.3665352 -2.3358355 -0.328769 0.9840689 -0.81467235 0.5897532 -0.09999708 0.765061 -0.70793045 0.69788617 0.658662 0.14722262 -0.5304747 -0.46717107 1.1192993 -1.5770086
stand 0.74468833 -0.59084046 -0.26021147 1.1263374 -0.63845205 0.6287394 1.7497499 -0.16649947 1.1476688 0.048188638 -0.3401835 0.5662276 0.3597934 0.016123163 -0.89829755 -0.026348399 0.11708401 0.0103374235 0.34473395 -0.6905817 0.5561683 0.110726014 0.34892678 -0.0071315076 -0.23566741 -0.68831915 0.6758581 -0.020304833 0.11498501 0.32418275 -0.09635703 0.5633741 -0.66036403 -0.09880737 -0.7486086 -0.96746945 -0.57323384 0.4389521 -0.7940909 1.1947931 -1.3237429 0.6672286 -1.1369194 -0.5572175 1.0262305 0.36309946 0.32040033 0.2269055 0.01532977 0.34065405
youth -0.9922756 -0.08119624 -0.89814085 0.52029186 -0.23507176 -0.76187474 -0.6202016 -1.1986551 -0.13989438 0.18298836 0.3948233 -0.51433015 0.38593283 1.0611684 -0.32682618 0.4624658 0.11969945 -0.3561083 -0.3155676 -0.24731529 0.1846232 -1.1435121 1.1923702 -1.9627619 -0.6199664 0.23551969 -2.1094685 1.0938306 0.55791193 1.9537717 -0.59849846 -0.63489664 0.33135748 0.38038313 0.42018223 -1.7499319 -0.7451017 1.0669829 -1.0384057 -0.37630677 -0.3870026 1.1645558 -0.7643014 0.9137753 1.004289 -0.7573457 0.09936108 1.2153218 -0.46476746 -0.4997242
sleep -0.07509848 -0.10889672 -0.30639774 -0.0013744999 0.4685502 0.22621521 -1.2894487 -0.5968737 0.95072794 -0.48249826 1.2298077 0.12153332 0.48083013 0.12525547 -0.054983772 -2.1632526 0.50803643 0.6115555 -1.1022254 0.5186201 -0.32765183 -0.02008954 -0.8787456 0.12783384 0.016134856 0.5199804 -1.0413393 1.7380251 -0.65499425 0.45435506 -0.33680072 -0.30142123 -0.8776365 -0.4524838 1.1069715 -0.24981931 -0.7998546 -0.15710369 -1.7272274 0.16447975 -0.87630445 0.03456337 -0.552851 -0.41202444 -0.14208877 -0.65311885 0.059225634 0.64134866 -1.4868889 -0.06313146
silent 1.7742033 -1.8355047 -0.43008217 -0.8303138 0.24907532 -0.92379886 -1.1956906 1.2460433 0.38210836 -0.049540084 0.9052587 0.65816516 -1.0405394 -0.30717644 -1.7993276 0.5897399 -0.6022165 -0.09312621 -0.103949174 0.71870613 0.35922632 0.37252203 -0.3216464 -1.0916702 -1.3928958 0.4861428 0.80148965 0.6254019 1.5106027 -0.95952547 0.14581186 -1.2330058 -1.3872324 0.21995288 0.021377997 -0.9598851 0.4844693 0.22363794 0.9361249 -0.61374795 -0.3795347 1.2130803 0.77925056 -1.0797673 0.5162757 -0.8216248 -0.09911373 -0.62714475 -0.20733397 0.9226724
sneezing 1.2796154 -0.8703543 -0.051103447 0.40988082 0.7653596 -1.0586237 0.40584877 0.6333168 -0.021412691 0.7471028 0.43615356 -0.3544713 -0.75760466 0.09721893 -1.0632446 0.8688126 -0.22353008 0.48615277 -0.99244356 -0.50399774 -0.42701206 0.05889659 0.4197869 0.22425267 -0.049306445 0.0007305042 0.11748462 0.48513374 0.73886687 -0.86697733 -1.187139 -0.28097054 -1.359325 0.6305885 0.43639502 0.08624368 -0.17760687 0.69140756 -0.09148029 -0.7838394 0.53821063 1.057172 0.117837764 -1.1284505 0.93414307 -0.39325294 1.0161766 -0.23463015 0.57702625 -0.11299198
between 0.78980225 -1.253723 0.19029368 0.75546515 -0.43220437 -0.54451203 0.1416004 0.06483774 -0.082208656 -0.39957184 -0.28717005 -1.0636317 0.04956077 0.06989261 0.12196919 0.086068675 0.30297258 -0.07446313 0.5441552 0.20439295 -0.036809657 -0.012430206 0.29178023 0.14514355 -0.7205625 -0.00024301582 -0.026244164 0.32521808 -0.5898326 -0.58453286 -0.646586 0.24968217 -0.76886755 -0.47489434 0.96660084 -0.43666068 0.5443674 0.088180885 -0.32518902 -0.5889768 0.15647988 0.97884756 0.6079525 0.19728777 -0.5002792 -0.4208414 -0.34908625 -0.14434732 0.16996577 -1.6559403
told 1.0358647 -0.64850855 -0.3793522 0.55770284 0.6527019 1.178527 -0.2543133 -0.74738824 0.41734612 1.7753034 -1.1126674 0.28514314 -0.07063225 -0.6036415 0.46645308 -1.5209651 1.5155259 -0.1746518 -0.6466203 -1.0555085 1.5008285 -1.8483869 0.93736637 -0.29820764 -0.50451833 -0.9352043 -0.9420496 0.40969 0.43587375 0.87420017 -1.1049316 1.0794175 -2.1668165 0.5506159 0.24785693 -0.43662986 -2.1057534 -0.2240893 -0.4446398 0.93361765 -0.07898609 -0.50595397 -1.0601856 -1.6557332 0.34920397 0.157808 -0.079013705 0.8740286 -0.38568756 -0.7796376
ear 1.1696969 0.97374916 0.2709327 1.5472099 -0.0837447 -0.27162257 0.40290108 -0.863644 1.4059447 -0.9561397 -0.8088065 -0.66522884 -0.5427174 0.74473155 -0.2884958 0.10699367 0.12323229 0.5661282 -0.30197722 0.8041354 0.4980505 -0.5109126 0.19037329 -1.3636 -0.41566452 0.42669755 -0.84149426 0.5693314 -0.27156463 0.47880915 -0.0152250165 -0.5185576 -0.55977714 1.0992278 -0.6067616 -1.2145566 -0.34027955 0.881773 0.2913501 1.4621086 0.1273973 -0.3402951 -0.017957585 -0.6317576 0.6420251 0.41864532 -0.42566997 0.7410913 0.5063537 0.35864365
wow 1.0815164 1.1751013 0.54051554 -1.3250228 0.5993027 -0.88257474 -1.4550354 1.1503 -1.1964574 0.89224786 -1.2724364 -0.88199896 1.2772504 1.4539195 -1.0495616 1.4716727 1.094946 0.94892746 -1.3930532 -0.81985563 -0.7176373 -1.0410607 -1.0555673 1.0592895 -1.2864249 -0.98735815 1.3633877 1.0271646 -1.2915101 -1.2976414 1.3256073 0.91815335 1.0560426 -0.7407984 -1.0663021 1.0570519 1.5214987 -0.8099794 -0.69957 1.4262305 -1.3470764 -0.9738313 0.9633837 0.89196056 -0.84538823 1.2106676 -1.5676024 -1.3512467 1.3054647 1.1443796
dreadfully 0.9118937 -0.83538824 0.09912508 0.89969575 0.6159737 -0.312863 -0.41978103 0.3270614 -0.27699232 0.19599174 0.89471304 0.6497056 -0.27054027 -1.7581075 -0.6752569 0.516184 0.035325598 -0.39175844 0.21805924 -0.006042999 -0.054802984 1.3716911 -0.7475087 -1.3760626 -0.41772157 -0.08351707 -0.3971393 -0.6558279 -0.6662551 -0.7252683 0.276796 0.17828673 0.34166452 0.4696485 -0.14421476 0.2516858 -0.16395208 0.14089541 -0.041121453 -0.7824371 0.41349524 0.79522437 -0.30637097 -0.06503533 -0.34600383 0.275216 0.3143588 -0.1488903 -0.5923073 0.96656746
writing 0.57845634 -0.13751216 0.49649638 -0.34102586 -0.5085932 0.56450516 -0.17030828 1.2998797 0.09322768 0.3258415 0.41547847 -0.9398904 0.14430663 0.8193653 -0.99161994 0.37268904 -0.6436688 0.10056806 -1.0399216 -0.036399327 0.34089664 1.1201676 0.6763001 -0.7405701 0.8493207 0.41890612 0.56114733 0.22904794 1.1358068 0.9334234 -0.068959944 0.19856997 -1.2116097 1.3150828 -0.544792 -1.120351 -0.64272404 -0.289686 0.017573686 -1.1739497 -0.42927584 1.0063672 0.22343673 -0.010528986 -0.03691719 0.13701124 0.5304631 -0.46135154 0.18380879 0.27772868
bread 1.2514539 0.8123938 -1.9890224 0.013786243 -0.4795342 0.4122028 -1.0632212 0.31309232 1.5011797 -0.15412003 -0.7901522 1.3876108 -0.7377627 1.6074183 -0.2731793 0.97594094 0.4855547 -0.11973209 0.50161266 -1.2744743 0.52040046 -1.6010169 1.2999007 0.6586801 -0.96618783 -1.5703619 0.060054723 0.67520654 -0.054531053 1.7872835 -0.54027474 -0.1617768 -0.9305996 -0.41945934 0.60969573 0.5754912 -0.27731302 0.57180715 0.53327405 0.7458367 0.25424102 0.8901991 1.1318786 -0.40613377 1.7865537 -0.19725202 0.41151026 0.5478042 0.69020236 -1.6532508
sing 0.8320425 1.0275341 -0.9093347 1.698302 0.6430837 -0.83699036 0.5103106 -0.57287663 0.844861 0.684747 -0.2635009 0.25046468 0.8714077 -0.6113879 -0.44467583 0.07561775 0.6314872 1.1489073 -1.2623804 0.26071832 -0.5391869 -0.331527 -0.841326 -1.5507518 -0.9660121 0.53111196 -2.1177301 0.2537872 0.51620644 0.34876794 -0.8270237 -0.46189177 0.26114073 0.62673223 -1.2627509 -0.72712725 -0.80561996 0.66201645 0.027290475 0.63438225 -1.452627 -0.01214054 -0.059150174 -0.121403575 0.661881 0.05500691 0.28035057 -0.25039357 0.687952 0.0993246
exclaimed -0.6872513 -0.2955197 0.49497747 0.6230556 0.9912133 -0.6527263 -0.08709198 -0.77849543 0.15044074 1.0513471 0.25942412 0.6063876 2.0121443 0.13141671 0.4003618 -1.1717079 0.06123229 0.041093104 0.6326838 -1.6962829 1.2194753 0.2749404 0.40148085 -0.4044579 -0.45226693 -1.9414275 0.8855546 0.4327007 0.35959184 0.48582786 0.3992737 0.023420876 -0.22008781 0.2011241 0.2071826 -0.025465386 0.24068214 -0.8976951 -0.16028817 0.9339954 0.5434842 -0.7287976 -0.54111445 0.46637496 -0.75141376 0.5840751 0.08084277 0.23841307 -0.31844202 -0.13458398
executioner 0.91392523 -0.29065406 -1.2683243 0.9488136 -0.122085035 0.5303354 -0.6458761 -0.38103625 -0.5398473 -0.8703304 1.0408986 -0.43669504 -0.37077197 0.8675681 -1.1721332 -0.3105734 -0.24714893 0.22252566 -0.6051405 1.2167677 1.2060825 -1.1853511 0.22303888 -1.8727578 -1.0626261 -0.39975128 -0.5220837 0.2789587 0.05427089 0.5018905 -0.21068716 -0.9053386 0.43497527 0.08131181 0.091100834 -0.39611343 -0.06871116 -0.060254093 0.014703416 0.40139723 0.45516434 1.0629398 -0.48566613 -0.49970964 -0.44359088 -0.7683171 -0.42187068 1.5412732 0.9309466 0.11337294
school 0.2823932 1.1291741 -1.4016141 -0.07746534 1.1480951 -0.9079893 -0.3046239 -0.959769 -0.59543777 0.45234135 0.08905299 0.3702867 0.62683034 0.22133127 -1.1188024 -0.5086053 0.644908 -0.7370498 -0.44525003 0.3256531 1.1019025 -0.45724663 -0.46414316 -1.5802205 -0.46158558 0.6347087 -0.7980198 -0.9251277 0.572181 1.1644242 -2.130828 -1.1173539 -0.53201544 -0.09142086 0.81624216 -0.5677357 -1.0160321 1.265166 -0.07941787 0.058721483 -0.16257152 0.32895967 -1.1210707 1.2867206 0.029165057 0.77670527 0.05039492 0.26630345 -0.35868743 -0.300859
adventures -0.16132025 -0.73597383 -0.42164433 0.15359105 -0.28251746 0.027515948 -0.74614495 0.20197396 -0.1966678 -0.48305798 0.34770757 -0.8905768 0.23022392 -1.0766811 0.024461731 -0.14431155 0.6534877 -0.30771127 -1.0226796 -0.049412254 0.73804545 -1.2252464 0.31789765 -0.058146298 -0.72165716 -0.16580518 -1.6390563 0.68377954 -0.5320976 1.0150429 -0.21479186 -0.56795925 0.33086497 -0.8099068 0.77748054 -0.94694084 -0.008987765 -0.068529524 -0.29631004 0.50355816 0.49390134 -0.114718094 0.08281692 0.32401526 -0.27949762 -0.17296197 -0.5001506 0.9630161 -1.0385265 -0.61815876
e 0.82006705 0.5925991 -0.94496834 0.77488595 0.26312247 -0.225356 -0.09887944 0.5332408 0.04974991 -1.4782469 -1.1336522 -0.26878697 1.5313803 1.2562488 0.2697573 -0.6115419 -0.1705813 -1.0660883 -1.7776626 -0.93099344 -1.3681507 0.67008775 -0.622656 0.524238 0.117971845 -0.968476 -1.6991762 0.2900738 -1.7725651 0.8841673 -0.26321113 -1.0770135 0.93317413 -0.978608 -0.019412132 0.64134926 -0.77944946 -0.27936497 0.597924 1.8456876 0.47036937 -0.12170205 0.4522363 0.9619005 0.65670204 -0.62754977 1.1604729 0.8911434 0.3141524 -1.0546223
hole -1.087241 -1.1054323 -0.9162346 0.45847142 0.33153173 -0.49652633 -0.019515675 0.15443814 0.56064785 1.1378181 -0.21686912 0.6162943 0.872736 1.0855446 -0.9113011 0.181281 0.6128425 -0.22097683 -0.26376197 0.30148762 -0.07111673 -0.15114297 -1.551852 0.27227244 -0.5133812 -1.3650914 1.4044895 0.060753275 0.06877669 -0.26435685 0.09899093 -1.0891124 0.3449212 1.7491384 -0.09524235 0.59832627 -1.1502777 1.2900099 1.308123 0.14787905 -0.8834087 -0.27507657 0.20654383 -0.18563609 -0.59066993 -0.102477156 -0.63921416 -0.47732916 1.3801506 -0.49540815
twice 0.44595045 0.10700894 -0.14658523 -1.3161095 -0.75109714 0.61035097 -0.30276266 -0.14385156 0.41717276 0.3954378 0.5840357 -0.38772312 -1.3372967 0.5435091 -0.15036668 0.6870823 1.4527149 1.2041187 -0.6958217 1.00798 -0.23246495 -1.9093453 1.1538107 0.01514903 0.30304807 0.7128292 -0.077730335 0.42998767 -0.38404694 -0.7332623 -0.54293525 -0.3124362 -0.1839564 0.42813963 0.48315698 0.8560259 -1.4915552 0.30261758 -0.6082767 -0.044746045 1.3186762 0.30789378 0.10457036 0.97925544 2.170991 -0.32499444 -1.1998836 1.614085 -0.23800865 0.7729798
sleepy -0.7358844 0.10731972 0.7882883 0.23963356 0.35750356 0.049156368 -0.096602395 -1.1423113 -0.00044303449 1.0335089 0.018494109 0.46600485 -1.2765883 0.11530886 0.20236169 0.52122504 0.4232653 1.0414561 0.94608635 0.24140966 0.038279388 0.27522516 0.08718256 -1.4555888 -1.5500104 0.450448 -1.0454773 1.1248585 1.1047822 -0.02848888 -0.5845712 0.05728797 0.37290752 -0.8869783 0.9966326 0.042317204 -0.11637447 0.45599 0.28955528 0.08583453 -1.5300627 1.3823116 -0.21520622 -0.13842748 -0.46268713 -0.40245476 -0.35589534 0.28591895 0.022019356 -0.20038244
across 0.42070964 -0.053796727 -0.10811126 1.3782505 0.52596515 1.6471647 0.09472377 -0.4385391 -0.74869806 -0.8119712 0.078305446 -0.39820513 -0.46760854 -0.2650142 -0.6189327 -0.96101904 -0.759246 -0.8509386 -0.6849036 -0.17291224 0.97240114 -1.5704879 -0.5023206 -0.3625297 -0.1608018 -0.1250423 0.24089079 -0.18911822 -0.52895004 -1.2175483 -0.18330158 -0.52662426 0.65056 -0.090368755 -0.26234034 0.5268289 0.93162304 -0.23951496 0.6272293 -0.37848857 0.9712283 0.04059213 -0.97197187 -1.2605907 -0.61288863 0.27708215 0.54903156 0.26675642 0.48852396 -0.5411588
curiosity 0.25827748 1.2805489 -0.11246947 -1.212679 0.9493431 -1.0231682 -0.14204702 0.4741376 1.7561772 0.22020416 0.029531285 1.0373789 -0.50248635 0.20127952 1.2951953 -0.27275407 0.08812719 0.0043814187 -0.89926726 -0.20424841 -0.033022653 -0.16378759 -0.715352 1.0038894 0.058673583 -0.014224242 -0.9607907 2.0952792 1.3705366 0.16118804 -1.7842456 -0.7115544 0.04921638 0.0025393963 1.3985097 -0.43293834 -1.1644282 -0.49318534 -0.8803 0.44723305 -0.1854384 -0.22563839 0.2299468 -0.14731109 0.047092747 -0.2819859 0.45011306 0.0039211083 0.20817655 -2.2776625
passed -0.026588727 -0.491887 0.7726448 -0.82427704 1.5313987 0.58455414 0.6746989 0.6635938 1.7327231 0.524066 -0.49936464 0.36774147 0.045272883 0.5048949 0.32513762 -0.64454716 0.06698991 -0.5510834 -1.1649286 -0.6092562 -0.09180716 0.022022022 0.6821974 0.39578223 0.050518963 0.051217556 -0.52925795 0.81809634 1.1654657 0.6004988 -0.2756227 0.5210076 -1.5189385 0.19586942 0.5671397 0.39263934 -1.966446 0.6118059 -0.74739957 0.9658737 -0.37707883 0.2532588 -1.5616132 -2.3422518 0.078700125 -1.0314157 0.13047381 -0.18532066 0.32646817 0.075231284
home -1.1265415 -1.3341023 1.1344056 -0.12748142 0.23112303 -0.36948416 -0.40241438 -0.3992189 -1.1836591 0.76301867 -0.24759875 -0.105943196 -0.17511228 -0.9776626 0.3640696 0.32449344 1.3645782 -1.0225816 -0.45254484 -0.31849515 0.19895212 -0.632851 -0.5441933 -0.020884912 -0.52528167 0.6090724 0.49590638 -0.42762968 0.55665743 -0.04367522 -0.78392977 -0.17326684 0.43697968 -0.43655667 0.61152095 -0.26981944 0.96302426 0.40806925 0.35903734 -0.7460829 -0.04405521 0.23190913 -0.21622324 -0.15480883 0.14112826 -0.7455979 0.19110756 -1.0387362 0.1719511 -0.6305297
likely -0.34642655 0.008172752 0.0387904 -0.26777235 0.76239705 -0.62144476 0.02739803 -1.0143542 -0.7605817 1.4248129 -0.36455402 0.24458373 0.61810845 -0.74734426 0.4533032 0.21323672 -0.42648962 -0.047429033 -0.20241956 -0.636442 -0.30111602 0.90610266 0.5048858 -1.3046199 0.5761982 -0.6009843 -0.9112545 -0.29969162 0.81064546 -0.86457616 -1.1112722 -0.35808903 0.9189632 -0.0040224064 -0.7185398 -0.5357923 0.976743 1.197003 0.39366665 0.32513365 -0.36070436 0.65912825 -0.28233978 -0.82902694 -0.4241166 0.35018542 0.34333244 0.06530143 -0.8883893 -0.23971374
walk -0.2789595 -0.60746545 -1.322651 0.25403735 -0.36369455 0.18758197 -0.7222435 -0.78580457 1.158137 0.74119174 0.9862882 -0.35732472 0.5530903 -0.3825296 -0.029781396 -1.4242266 0.14143807 0.55824476 -0.4738294 -0.5278885 0.060187068 0.13167867 0.10678301 0.09378251 -0.4753129 -0.9183677 -1.7365483 0.5726715 -0.7632028 0.4527019 -0.89837277 -0.053268928 -1.456864 -1.0558904 0.3436295 -0.5469904 -0.6426664 -0.18200271 -0.8258114 0.29656467 -0.9126913 0.029453993 0.01444651 0.8185393 0.669172 0.15570629 0.2932684 0.08559499 -1.0432606 -0.84743947
new 0.8098948 0.78691906 -0.72899926 -0.55562025 -0.1665276 -0.41579533 -0.44275913 -0.83094746 1.1304193 0.5208072 -0.64450026 0.96984106 0.20697786 -1.5520867 0.5800897 -0.9791096 -0.3048086 0.16577084 -1.9102701 1.513918 0.2832665 0.82153213 -1.2604141 -0.3794498 -0.04164629 1.3013513 -1.3701851 0.09458871 -0.88671076 -0.7181339 -0.1352629 -1.9463949 0.22997773 0.15064184 -0.7392464 -0.2615245 0.6390528 0.44298622 0.16704305 0.70466995 -0.88807106 1.006622 0.6723928 -0.38738418 0.58821726 -0.50416 0.28499746 0.20688207 -1.6523262 -0.13810334
asking -0.2559402 -0.30599147 0.07506261 -0.17667753 0.03341311 -0.5196524 -0.15225199 -1.0585072 0.35904428 0.39102143 0.9031483 0.026664158 1.0971544 0.33103508 0.5562699 0.08505576 0.023988081 0.5582938 0.018570362 -0.61155945 0.27278742 0.3686784 0.076339535 0.61183625 -1.5543593 -0.8026548 -0.3604816 -0.03586942 0.34733927 -0.42847222 -0.012958325 -0.6735995 0.59797835 0.71305704 -0.21879153 0.39877 -0.13844089 0.53262204 -1.0271065 -0.40208918 -0.6420235 0.10691781 0.5253184 -1.5436954 1.1933609 -0.7628785 -0.17759472 0.38365135 -1.5770454 -1.0224984
night 0.7413285 -0.2632292 -1.0145936 0.41175914 -0.48311472 0.5363099 0.037393738 -1.1645969 0.024811827 0.47759947 -0.75235933 0.045280993 0.3741661 0.32818484 0.34435055 -0.41134146 -0.30737373 0.7256092 -0.14738534 -0.44218647 1.0896273 -0.18518046 1.1375631 -1.4058427 -0.6960574 -0.9946653 -0.32415622 0.10945904 0.29434595 0.4033135 -0.880093 -0.53452605 -0.0100653535 0.051199645 0.22163737 -0.08763355 0.7863506 0.0757819 -0.8000247 0.8973882 -0.5404312 0.67494047 -0.011259334 -0.05864747 1.3889492 -0.14869538 0.91645813 0.554102 -0.62215334 0.2482653
sometimes 1.3611066 0.83253175 0.2607384 0.6252415 0.18519172 0.09268467 0.861034 0.043776274 1.093247 0.71295536 -0.29148698 -0.1347678 -0.8949063 0.49875373 0.78458226 -0.19075444 -0.22256555 0.3854537 0.55364496 -0.2299894 0.4838601 0.8451307 -0.56680036 0.30832347 -0.87571704 0.04604496 1.0218568 0.7164084 1.2068174 -0.56922734 1.1813878 -0.026940988 -0.011963493 -0.3751552 0.113518804 -0.03068022 -0.97337717 0.7873443 -0.70580274 0.8081838 -0.7402954 0.665373 0.28871828 -0.59022874 0.2974567 -0.11973761 -1.0450493 -0.1532184 0.70520693 0.76706445
walking 1.3235562 0.51954603 0.38681313 1.006326 1.4668572 -0.16944824 1.0486058 1.294844 1.5073322 0.11957268 -0.04317366 1.5416235 0.8944631 0.085643835 -0.86011124 0.044022363 0.21307415 0.7192314 0.07644942 -0.9453111 0.5763678 -0.25324872 0.29932514 0.30990452 -0.025132824 0.61773956 0.3200245 0.07617663 1.5817442 0.55835104 -1.4872901 -1.0059214 -0.47151196 0.6794193 0.5720657 0.17756775 -1.0047982 -0.06852783 0.16917244 -0.008560267 0.05185701 0.1880803 -0.5188652 -0.6630423 0.8540721 -0.21108025 1.491712 -0.92310464 -0.23050499 -0.4070879
ears -0.4620533 -1.2974352 -1.7488437 -0.5737731 -0.6110452 -0.7967893 -0.29879126 0.26647308 0.0378442 0.010664528 0.79020226 -1.6926907 -0.48398 0.13748476 -0.19070768 -0.3626639 1.3286188 0.5794347 -0.55293775 0.24711083 0.80027366 0.8833049 0.69550306 0.123416565 -1.2735077 -1.557535 -1.0387968 1.0420191 0.066624664 0.8401922 -0.15154973 0.24922009 0.1589905 -0.7825173 -0.15156613 0.059110217 -0.7833291 0.34253684 -0.6600865 -0.019760543 1.2499826 0.32922593 -0.29202133 -0.75883085 0.15690836 -0.18908855 0.10651809 0.2825796 0.16881391 0.44730502
shut 0.9445628 0.23153149 -0.1769322 -0.3031803 1.7168313 -0.25142798 0.34787154 1.2059509 1.2620178 0.913668 -0.2575404 0.7378968 -1.3431208 1.1579645 -0.5191597 0.0002827223 0.24372397 0.08156455 0.67486006 0.5446869 0.52051383 0.3090994 1.0073998 -0.12560782 0.09843736 0.4580363 -0.45291153 0.40755853 0.49739477 -0.18523808 0.546276 0.2762793 -0.9091661 0.2536624 0.37154865 0.04402016 -0.5522725 0.63940364 -0.24410853 -0.056212902 1.2784717 0.9471068 0.03501527 -1.5271056 0.30598354 0.013613027 -0.06260492 0.23948286 -0.58828795 0.6832556
simple 1.6798602 -0.48343882 -0.26014873 0.8565677 -1.3063638 0.5593437 -1.16431 -0.7664788 -0.0030649116 -1.087722 0.018300902 -1.1871011 -0.60288495 0.5571501 -1.1445799 -0.24308863 -0.4217087 -0.9089961 -1.044679 -0.54481274 -0.07250181 -0.57089996 -0.81924504 -0.91567296 -1.0505583 -0.5293881 1.0029751 0.84798867 0.02103629 1.0809419 0.18253961 0.16870402 0.5008903 -0.26647127 -0.32398963 -0.7791902 1.4382489 -0.26423368 0.56264216 0.7710165 -2.0833776 0.073348 0.43205363 -0.7662198 -0.8294453 -0.42284703 0.05332327 0.3318669 -0.28856236 -1.0584614
cut 0.40415382 0.21711129 0.041539546 0.7389077 -0.12339659 -0.27334854 0.46835065 -1.3477042 1.1027741 1.5359312 0.032112833 -0.07085798 1.3613954 -1.0296948 -0.07167809 -1.4031446 0.33530688 -0.6396362 -1.7133489 0.4324785 1.1740915 -1.0225213 0.49862054 0.6503925 -0.284151 -0.056318935 1.2133995 0.5217044 0.20802833 0.62428385 -0.3098384 0.25631562 -0.3712314 -1.0284846 -1.1201879 -1.4425523 -1.7149004 -0.7434453 -0.18001005 0.07996644 -0.32785308 -1.2865676 -0.1077279 -1.3534274 0.64338124 0.16597249 -0.50430197 -0.16891856 0.06494941 -0.39401382
finger -0.58055574 0.5440453 0.14206104 -0.35428974 -1.5205457 1.0929153 -0.15225825 -0.3474993 0.8647728 -0.5533071 0.43078414 0.508117 0.95622087 0.036044598 0.87371016 -1.4916383 0.97143304 -1.0739139 -0.60787594 -1.9118376 -0.17109051 0.269442 0.59594446 -0.6267045 0.33783808 0.5510125 -0.98588216 2.3936641 0.1470693 -0.12550333 -1.3042731 -0.8684893 -0.6733135 0.98110676 1.2288448 -2.795092 0.12221268 -0.99960285 -0.28324765 -0.5789554 -0.47191983 0.269658 -1.6799612 -0.17007735 0.4668732 -1.9133644 -0.001291662 2.288937 1.106101 -0.9328167
