words value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
removed 0.21494575 0.75241965 -0.31085554 0.26472852 0.064267285 0.16280371 -0.22831848 -0.053719148 0.06777224 0.252071 -0.36731672 0.17099065 -0.45543095 -0.4552861 0.054561887 0.013221118 0.017809646 -0.68079484 0.41362062 -0.00939764 0.43644089 -0.10992318 0.24517857 -0.58163977 0.16778786 -0.38774112 0.0015341571 0.40503252 0.24445386 -0.5504182 0.32878214 0.30547744 -0.5272595 -0.018932162 0.49559867 0.11189385 -0.49717852 0.24191788 0.19717251 -0.05790829 0.003698181 0.04488569 0.17637956 0.008864769 0.30617902 -0.14794888 -0.040179003 -0.0237845 0.34250852 0.20691095
fight -0.04208771 0.4007039 -0.27005062 -0.050785087 0.19506373 0.062660776 0.07185072 0.3996999 -0.06834045 0.31906825 0.21797353 0.6094304 -0.39276442 -0.17301066 0.057249147 -0.5293557 0.4173593 -0.116836056 0.0980653 -0.06327207 0.057557907 0.3233044 -0.23779003 -0.40658632 0.088819996 0.15907232 -0.31273845 -0.16594173 -0.047040075 -0.17089213 0.5488472 -0.40663093 0.14075169 0.06714243 -0.026199417 0.58152765 -0.01465101 -0.35955635 -0.6680141 -0.16874759 0.01160032 0.4603828 0.058912523 0.17985909 0.0857995 -0.35276487 0.016406199 -0.2934579 0.1990671 -0.12939335
collected -0.27713573 0.3030219 -0.0733368 -0.1304283 0.10665153 0.4435849 -0.6351487 0.09729271 0.2756564 -0.08446478 -0.16464831 0.21164018 -0.42456824 -0.034235187 0.19761866 -0.098022215 0.381213 -0.584126 0.6719591 0.112285964 0.36926934 -0.34190232 0.1925514 0.043526456 -0.22288363 0.08502248 -0.7144553 -0.20668781 0.07985178 -0.04669343 0.49254453 -0.384621 -0.24699904 -0.29767072 -0.01229715 -0.39136302 0.1923677 0.3131621 -0.0023232272 0.041747384 -0.23262319 0.528366 0.2300526 -0.22668771 0.19656262 -0.06681023 -0.18717587 -0.19039208 0.5268871 -0.27652007
unless -0.050781123 -0.01597063 -0.023002695 -0.039946277 0.19557624 0.024854947 -0.15217638 0.3517971 0.35369605 0.13067023 -0.3221372 0.42659494 -0.1140244 -0.20141955 0.09541519 -0.34361306 0.36952862 -0.4278276 -0.11810992 0.0798147 0.15821432 0.14688285 0.03950962 -0.11177028 0.25990534 -0.27100158 -0.11375023 -0.13669273 0.1980951 -0.36448494 0.24278368 -0.48848224 -0.6550554 0.012570635 0.17836457 0.02859632 -0.22022744 -0.30028668 -0.23511739 -0.03168862 -0.59261644 0.099464044 0.2188583 0.2970994 0.22797322 -0.7754723 0.36152232 -0.1999548 0.16992992 0.13901117
entirely 0.29422703 -0.33750486 -0.0883914 -0.10013872 0.16388418 0.34969 0.06297169 0.13151442 -0.12222724 -0.28125113 0.11870996 0.05578812 0.07161504 -0.037386734 0.05951475 -0.07893833 -0.08083911 -0.25698212 0.4512293 -0.0012800909 0.13539203 -0.33492604 -0.14035071 0.023893513 0.31599668 -0.5107733 -0.3269271 -0.13000101 0.36305913 -0.20279332 0.2745038 -0.32908663 -0.2477984 0.31922698 -0.030608086 0.05649907 0.04016493 -0.09380529 -0.26844618 0.052023936 -0.22112381 0.032729186 -0.27152824 0.2052909 0.37826064 0.30969763 0.21645147 -0.110286385 0.21751048 0.22651578
wildly -0.06370744 -0.20963363 0.15283266 -0.36601144 -0.036061764 0.016646411 -0.27874902 0.6344705 0.3815557 0.2833026 0.25277737 0.093760684 -0.08441527 -0.5562037 0.1853173 -0.9450268 0.18449977 -0.071275674 -0.010207157 -0.47616097 -0.36233246 -0.27031493 -0.45038688 -0.1506419 0.67432463 0.12829919 0.16583322 -0.074887514 -0.24693133 -0.058424223 -0.1662721 -0.09854955 0.09011245 -0.18612154 0.20813213 0.42305097 -0.07383872 -0.21347892 0.0158083 -0.28684548 -0.17684641 0.13752201 0.48357946 -0.012795496 -0.027702974 -0.033322398 -0.121729925 0.090816095 -0.2289844 0.3980395
tempered 0.28334755 -0.020782618 0.14233413 -0.030209802 -0.3078934 0.02880956 -0.010671372 -0.09699927 -0.015664853 0.14534095 -0.062424295 -0.019338325 -0.031621136 -0.14034574 -0.31507587 0.2887654 -0.005613639 -0.29269606 0.1407271 -0.008206129 0.19292797 -0.28088394 -0.07822076 -0.008583196 -0.45177713 -0.23331816 -0.100400425 -0.09182784 0.067313164 -0.3197322 0.067353815 0.38782352 -0.10212394 0.35075507 0.015341834 0.18091232 0.27026558 -0.20653456 -0.2548105 -0.23107761 0.06540966 0.25034356 0.09324895 0.24154867 -0.22097299 -0.12900282 0.13537139 -0.029179819 0.19457243 0.059754748
sugar 0.12533005 0.27181444 -0.1316265 -0.17192177 -0.20062184 0.018167766 -0.07705468 0.2874789 -0.21427134 0.17417993 -0.11515861 0.35080263 -0.011828428 0.108146004 -0.2506454 0.2999989 0.25759968 -0.059776492 0.35594946 -0.25323433 0.3803069 -0.5215166 0.10695987 0.34091377 -0.055968694 0.12483101 -0.2632901 0.025010515 0.0943347 -0.242482 -0.10802117 -0.1496638 -0.2988331 0.21693699 0.21119866 0.5341203 0.088687085 0.19238833 -0.23581313 -0.37264666 -0.03937972 0.33002287 0.21159837 0.13865402 -0.3169016 -0.38453972 0.0057357927 -0.29683107 0.25256678 -0.31155083
forget 0.3286387 0.30668592 -0.31140488 0.2029075 0.3122295 0.19272739 0.15442264 -0.08046607 0.46956605 -0.024190065 -0.6236246 0.1233198 0.22910619 -0.3896243 -0.2053424 0.6820618 -0.1250493 0.20174801 0.10954598 -0.13802074 0.025415298 -0.86953634 -0.22591262 0.12536773 -0.06754043 -0.24357805 -0.27285972 -0.25273985 0.4816699 0.045348857 0.37763005 -0.09350592 0.029528815 0.099899374 0.25450704 0.18292685 -0.050966665 -0.07485836 0.074600115 0.49597865 -0.28110975 0.31740665 0.41542846 -0.070342906 -0.011282082 0.028254656 -0.22288395 0.08975479 0.33381718 -0.23897105
hasn 0.6466644 0.2528162 0.08074665 -0.021887995 0.2220158 -0.0044528227 0.18548635 -0.28250235 0.4673628 0.06878123 -0.72992426 0.14198881 -0.5412762 0.13604666 -0.19803557 0.42253283 0.11055767 -0.0753831 0.5674619 -0.24153668 0.37918007 -0.33782288 -0.26230758 0.56919026 0.19792137 -0.26319978 -0.056105446 -0.661085 0.4570018 -0.57240146 0.3741637 0.17479552 -0.6159788 -0.16742179 0.4113234 0.03535132 -0.47929928 -0.46368906 0.3379709 0.35453922 -0.11046369 -0.074384704 -0.105406746 0.090293 -0.29857352 -0.5720575 0.09568091 0.045040123 -0.0340616 0.042057514
tut -0.38367066 0.26016873 -0.19969438 -0.21381345 0.012949442 -0.28459328 -0.40406057 0.14534026 -0.035650566 -0.003133709 0.116082564 -0.31149137 0.045816623 0.17937197 -0.46600375 -0.64739084 0.38852564 -0.17669733 0.065702535 -0.088203974 0.034591094 0.19684789 0.1277252 -0.24700877 -0.07768302 -0.081586555 0.42367712 0.44263592 0.4328625 -0.059533678 -0.08125782 0.4671928 -0.36175153 -0.24771765 0.67148566 -0.10720828 -0.20570523 0.1851707 0.29077873 -0.3928514 -0.13072336 0.24710155 -0.095037185 -0.0016547348 0.27274272 -0.5171159 0.2324112 -0.43637517 -0.30045554 0.38809323
keeping -0.3341978 -0.2530877 -0.5465308 0.3281334 0.11141291 -0.10721545 -0.026185779 0.04374651 0.32719612 0.18359569 -0.29580954 -0.31693488 -0.6682801 0.13692518 0.139313 -0.11207564 0.18013872 0.05377344 -0.03822817 0.20428076 0.007086615 -0.60660076 -0.22987565 -0.38138503 0.0052640312 -0.47428265 -0.19623727 -0.30396262 0.6809106 -0.24475273 0.5566911 -0.2239282 0.23251012 0.17152704 -0.08869908 -0.20784435 -0.02585065 -0.55907196 -0.49734765 0.05821689 -0.23521838 -0.083602294 -0.37403655 0.46598446 0.2891727 0.03159713 0.0011005324 -0.1064734 0.3844572 -0.10680424
experiment 0.4699435 0.69916904 -0.0018363618 0.14387809 -0.062088493 -0.1518461 0.08977789 -0.35111666 0.11367821 0.26008487 -0.26554865 0.2055987 0.16183811 -0.4947278 -0.0972457 -0.04207171 -0.064771 0.2248302 0.19614471 0.114611186 -0.15393086 0.13671073 -0.028808424 -0.5892607 0.37570354 0.13811006 0.08378944 -0.1058324 0.1646039 -0.3969939 0.3695606 -0.12483219 -0.7702794 0.07861917 0.25087905 0.7114668 0.062860034 0.13512021 -0.10545877 0.03727841 -0.2256664 -0.1050151 0.65012723 0.21952553 0.044015277 -0.2210244 0.046125785 0.15401629 0.5634273 0.09339592
bite 0.16455722 -0.038399868 -0.2840472 0.15063976 -0.01643481 0.42371795 -0.37885192 -0.18182698 0.03478273 0.30345646 -0.22032157 -0.20543836 0.03340955 -0.5209756 -0.33407742 0.03797977 0.114797644 0.058581006 0.03674824 0.054360125 0.3363936 -0.16479966 0.049597792 0.068513535 -0.03656162 -0.061655648 -0.36271077 -0.3417119 0.23344599 -0.19225793 -0.5748092 -0.13541752 -0.029523263 -0.099147014 0.31078666 -0.066445105 -0.06924593 -0.2954486 0.25824746 -0.10248931 -0.23105797 -0.053198796 0.062746204 -0.15166305 -0.11436168 -0.48104835 0.086381204 -0.35018772 -0.1464313 0.22094162
agree 0.12884207 0.28915146 -0.34089786 0.29600894 0.012592432 -0.18771146 0.1580926 0.40703067 0.26114362 0.2604106 -0.034020733 0.19213283 -0.2626064 -0.21631967 -0.22643532 0.6184226 0.12987395 -0.32435966 0.040011667 -0.34903076 0.16183554 -0.50501907 -0.3072259 -0.18258514 0.0262111 -0.02548246 -0.10950214 0.26513126 -0.18856275 0.05758514 0.6638388 -0.33067065 -0.09318668 0.04252482 0.2053354 0.11298987 -0.018891959 -0.20292042 -0.2285744 0.35645106 -0.14039521 0.35923797 0.64269656 0.040154334 0.10393248 -0.30512533 -0.06906599 -0.41163668 0.64279693 -0.22565046
imagine 0.17486426 -0.06340531 -0.07878938 0.07206949 -0.2083296 0.017644644 0.017382368 0.29014853 -0.1457819 -0.47976756 -0.36067492 0.02709388 -0.18272024 -0.23873606 0.24380243 0.6164411 0.05535996 -0.20786838 0.2673271 -0.116931714 -0.056712594 -0.060023274 -0.023725048 -0.13961326 0.08808645 0.17859212 0.087198615 -0.0075339866 0.1322559 -0.18106127 0.14949179 -0.089953 -0.0337408 0.39215928 0.32394487 0.38336152 -0.07424078 -0.35988495 -0.14675605 0.12331677 -0.57406175 -0.33504385 0.5933223 0.3657289 0.09661951 0.062332112 0.00016729576 -0.10982278 0.2658462 -0.04989026
choice 0.031149864 0.30390665 0.18218185 0.12091729 0.071220405 0.52828044 -0.023516273 0.17475542 0.29317158 0.046641793 -0.05592329 -0.14656608 -0.5031466 0.15508233 -0.34919786 -0.1807336 0.44225946 0.050084352 -0.200352 -0.10812884 0.44725358 -0.22411337 0.20402128 0.082596295 0.583982 0.06226841 -0.010741862 -0.11529956 0.09676896 -0.1859348 0.20298252 -0.23975764 -0.17280611 0.44394946 -0.037810456 0.28020754 -0.10149866 0.14226869 -0.118397705 -0.39870033 -0.26768833 -0.35876396 0.42552543 0.19427311 0.72578865 -0.2156601 -0.30030802 -0.21527521 0.13003822 0.24363455
custody 0.04484306 0.29219258 -0.17221655 0.12668817 0.44097742 0.33358043 -0.4575824 0.0069136936 0.04354237 0.03831364 0.059974406 0.44618878 -0.24849159 0.017288135 -0.5367412 -0.44374374 0.19889352 -0.1571733 0.311944 -0.25432298 -0.29989427 -0.16789259 -0.10301403 -0.2304039 0.5195965 -0.089709446 -0.14309405 -0.31025806 0.07564095 -0.0037938228 -0.14371492 -0.4889097 0.18917768 0.21512353 -0.14244524 0.45047423 -0.025555104 -0.13394323 -0.47569066 -0.3883386 -0.0011347079 0.23344548 -0.28836784 0.21011977 0.50807154 0.01671869 -0.43307608 0.24567324 -0.060712006 0.21871479
executions 0.18723944 0.013621409 -0.018712636 0.38211033 -0.091486715 -0.005978385 -0.07458198 -0.3933937 -0.13403231 0.20621683 -0.15467766 0.39021263 -0.19360402 -0.23543918 -0.50799835 -0.056301992 0.23957099 -0.183113 0.4598491 -0.18800062 0.1470719 -0.10824068 -0.23806682 -0.29119024 0.19405098 -0.27188846 0.20230602 0.25047237 0.22555307 -0.482478 0.4467453 -0.09014961 -0.40577096 0.19270761 0.22349381 0.43166912 0.1938922 0.1540474 -0.43356392 0.09788367 -0.0704241 0.31184688 0.13055755 0.09325587 0.086685516 -0.03021921 0.1341886 -0.18340996 0.15406427 -0.003694928
sun 0.2637551 0.14551929 -0.17234777 0.13368724 0.15979363 -0.024835607 -0.29896447 0.07919319 0.08169217 0.20341247 0.17089717 0.35101748 -0.033424668 -0.17771867 -0.26590925 -0.6641621 0.15629552 0.00819646 0.22061254 -0.12925404 -0.10427609 0.24220155 -0.24086988 -0.194369 0.27031213 -0.18113369 -0.12960075 -0.14517726 0.21679603 -0.035115525 -0.0023676509 -0.15314531 0.3338805 0.24383754 -0.01796744 0.34040803 -0.054461062 -0.17254607 -0.12531224 -0.44211325 -0.24426714 0.10792617 -0.106163114 0.09400579 0.003686689 -0.39062098 0.13257168 -0.12232263 0.13275728 0.26255465
watched -0.0025742769 0.49990574 -0.13142435 0.17525795 -0.17392848 -0.0025048018 -0.63275546 -0.08446093 0.46764377 0.057962332 -0.2521985 0.18669142 -0.5710489 -0.3034932 -0.33250266 -0.5771025 -0.09506457 -0.56133753 0.42021838 -0.065449044 0.021535862 0.11238692 -0.3718035 0.11271328 0.29753977 -0.13560201 0.24580437 0.106841244 0.13353127 -0.61995286 -0.30199346 -0.11523308 -0.4237487 0.076720364 0.38921198 0.007689876 -0.20851235 -0.384102 0.117503606 -0.083397284 -0.23269798 0.20542942 0.41896138 0.155162 -0.06441121 -0.21476805 0.344172 -0.15703529 -0.0017693925 0.46291876
sighing 0.29295364 -0.178735 0.1077316 0.6752654 0.05475451 0.22687677 -0.28168693 -0.28258684 0.3766999 0.5288357 -0.39817947 0.3749309 -0.25435415 -0.37704808 -0.076959446 -0.22552428 -0.031191062 0.34853953 0.13129605 -0.13444294 0.392882 -0.094945766 -0.4640493 -0.40566638 0.40780255 0.0646015 -0.011613546 -0.15360884 0.00710133 0.07566091 -0.43068838 0.053149503 -0.3271311 -0.0627343 0.3787816 0.5842477 0.2633483 -0.55520904 0.009888811 0.018760892 0.08272457 0.04507491 0.2883679 0.31505138 0.12839033 -0.3984077 -0.07500237 -0.1749066 0.069312446 0.44187555
heart 0.34388906 -0.4928418 0.2256889 0.41896757 0.06669317 0.34289888 -0.028398449 -0.038231436 -0.14838643 -0.12637182 -0.21212228 0.07002215 -0.2302556 0.06294362 -0.2402424 0.055914063 0.20897731 0.122012995 -0.050821766 -0.0333412 0.35911494 -0.28225726 -0.15059221 0.09385537 0.49167195 0.29944026 -0.14381127 -0.55463415 0.07161283 -0.08033721 0.07254872 -0.20317647 -0.06521185 0.42253596 0.15186778 0.38399094 0.047056783 -0.34854764 -0.32602698 0.0070146015 -0.18722938 0.17844549 0.06764672 0.015907388 0.27676558 0.17809337 -0.10422706 -0.18696533 0.30279246 0.16437876
sorrow 0.6320255 0.059697267 -0.037186988 0.2682021 0.16544767 0.38666505 0.34956306 0.24271105 0.46721846 0.40192604 -0.5202649 0.25774798 -0.09834352 0.14112848 -0.20143771 0.45623395 0.26358494 -0.019217057 0.20894027 -0.24008012 -0.0017758554 -0.16317025 -0.14685291 -0.5788366 0.08449988 -0.14835626 -0.072082035 -0.09745968 0.3528241 -0.2017344 -0.019507961 -0.021262718 -0.27663603 -0.08172702 0.30464053 0.118489765 -0.25465992 0.026182368 -0.26857817 0.34813023 -0.026826594 0.10012834 0.06911561 0.34550807 0.1266871 0.12145989 -0.056563813 -0.18436463 0.02452304 -0.026093984
proud 0.016926123 -0.14203775 -0.23478605 0.14911786 -0.058210738 0.12299626 -0.2367483 -0.18116091 -0.3637006 -0.022606932 -0.23399101 -0.21418405 -0.16552716 -0.020781368 0.001579319 0.33059338 0.19734643 0.035384662 0.33871278 0.46587378 0.6057129 -0.4633071 0.08900584 -0.2031245 0.29425037 -0.5423588 -0.4400011 -0.036770098 0.5286596 -0.26183 0.28940782 -0.38967544 0.12666394 0.028019298 0.25659162 0.2135216 -0.039191596 -0.18734847 -0.2169699 -0.20294692 -0.38537523 0.04725116 -0.26235342 0.16725084 0.37401962 -0.017326057 0.15846905 -0.6688106 0.27029166 0.12627569
relief -0.23503447 0.18315785 -0.18629602 0.298567 0.2919285 0.11958526 0.03928358 0.01447833 -0.11882003 0.5323512 -0.12193734 0.08220168 -0.40724754 0.041291222 -0.2904322 -0.47338215 0.11809535 -0.679101 0.60429156 -0.25251204 0.3976322 0.018441541 0.101140164 -0.05652292 0.06942148 -0.074102536 -0.07818029 -0.2505062 0.03710839 -0.09103819 0.37460804 -0.04502052 -0.20969217 0.12307937 -0.11223144 0.090675704 0.17281815 0.41689965 -0.4205552 -0.36715636 -0.11809938 0.48531446 0.12032781 -0.11331345 0.06358708 0.22066884 0.2442908 -0.2807425 0.3106428 0.085625194
regular 0.14837328 0.018494504 -0.32450366 0.23904093 0.027987808 0.2001011 0.24544185 0.21243992 0.24703345 0.19054842 0.05881896 0.3164346 0.048753098 -0.23460409 -0.34997147 -0.15219705 0.013449063 0.37854123 0.22932388 -0.33411533 0.22883214 0.08459888 -0.15147007 -0.018552236 0.14429373 -0.33315468 0.2511251 0.15822376 -0.14868766 -0.3020666 0.22288862 -0.05794997 0.19219156 0.21183413 0.16766086 0.21730144 -0.18732168 -0.06433485 0.33495745 -0.0526583 0.26862288 0.17851974 0.32699096 0.26323164 0.3874676 0.026538841 0.03171526 -0.045414977 0.10767623 0.42018983
uglification 0.1772372 -0.19989896 -0.21368043 -0.049637523 0.010121753 0.12622505 -0.119554214 -0.042623475 -0.18190718 -0.2170589 0.10843749 -0.25824818 0.020550331 0.16312596 -0.0038868631 -0.1938901 -0.030982992 -0.28380227 0.43803316 -0.07384029 -0.049074307 -0.2994723 -0.01002711 -0.087994516 0.23267442 -0.13849019 0.1941378 -0.082132176 0.09845194 -0.0093091475 -0.084360056 -0.20370929 0.0094009815 0.19816165 -0.100385666 0.34812355 0.03348931 -0.1482413 -0.010710909 -0.4682199 -0.3176109 -0.1108212 0.20715125 0.1607809 0.04548067 -0.112933196 0.17521493 -0.29327378 0.3253721 -0.15624996
mystery 0.13684867 -0.000104087754 0.24971873 0.11682994 0.08685944 0.07802809 -0.37699786 0.24575539 0.19594024 -0.105441146 -0.11377292 0.31736445 -0.10608977 0.03044609 -0.20458007 -0.7708105 0.30490443 0.029524468 -0.07719186 -0.15804721 0.009584381 0.26264873 -0.12968099 0.17243716 0.3423446 -0.13891095 -0.04417049 0.04280234 -0.15841374 -0.02220035 -0.24759437 -0.40796703 -0.22845191 -0.033593375 0.057090636 -0.047908645 -0.1939128 -0.21740843 -0.058392055 0.115349114 -0.19071764 0.44749925 0.21625502 0.06817158 0.22162566 -0.09480133 -0.031068947 -0.24065234 0.09145265 0.3455445
recovered -0.25424135 -0.5188388 0.3748353 -0.118832745 -0.06412064 0.026142936 -0.24150793 0.37461558 0.05239254 0.36337036 0.26478803 0.6180894 0.05159812 -0.08952153 -0.032615628 -0.5844716 0.34519413 -0.09657841 0.15481167 -0.151253 0.10621784 0.51656526 -0.38585982 -0.20375204 0.39160216 -0.0037961295 0.14845228 0.23445234 -0.17446993 -0.055506688 0.2672799 -0.3290867 -0.4366794 0.019903235 0.5888762 0.38088852 0.10284936 -0.55878776 -0.02249936 -0.28574634 0.047859825 0.7589581 0.31401977 0.39136952 0.5936331 0.44928867 -0.037419066 -0.4252522 -0.21265899 0.58899957
delightful -0.053703986 0.24399242 0.2306916 0.04797122 0.31931365 0.0132498145 0.21229197 0.25502917 -0.08284824 0.81467074 -0.043987934 0.4089949 -0.1520374 -0.2595017 0.14036593 0.8461523 -0.120036215 -0.098535046 0.23964924 0.5491637 0.042738598 -0.0014951584 -0.13258903 0.16258088 0.20644099 -0.29341796 -0.18021584 0.19999446 0.20057917 -0.15565184 0.3604303 0.11741161 -0.3386114 -0.0448332 0.48219594 0.10072719 -0.22883469 -0.5402802 0.106340356 -0.07837973 0.4661636 0.2290074 0.029858764 0.5283257 -0.19545457 -0.196204 0.42027232 -0.428626 0.6048503 0.36642262
turtles -0.010867049 -0.15865263 0.09612378 0.073334195 0.089696914 0.24810062 -0.23431918 0.20969279 0.1997703 0.03159761 0.10909216 0.45032695 0.2072206 -0.4401721 -0.123026766 -0.88218653 0.36618042 0.30434856 0.10839194 -0.09342359 -0.14816107 -0.042377934 -0.21185835 0.0042573255 0.53328335 -0.036361605 -0.019891772 0.0376775 -0.26328662 -0.098037735 0.10208755 -0.24634093 0.39637733 -0.11734023 0.5558687 0.17052162 -0.46294954 0.11953278 0.24155247 -0.2168195 0.13550797 0.067451425 0.39512646 0.027518053 -0.06777808 0.03526845 0.22673504 -0.15813036 -0.1709461 0.47140974
dancing -0.13965015 0.3865674 -0.5954957 -0.03187038 0.22587962 0.07817701 -0.27182347 0.26115474 0.53953743 0.1382322 0.27796042 -0.17765641 0.03234201 0.21715148 0.13244678 -0.7739903 -0.029968144 -0.2778738 0.031279843 0.015584181 0.04633959 -0.48453775 -0.3582667 -0.2417072 0.22622994 -0.033768125 -0.03282957 -0.06305365 -0.020215435 -0.090399094 0.14985327 -0.18609868 0.056089755 -0.17302945 -0.24963945 0.19623798 -0.23227486 -0.04538222 -0.098966114 -0.6656806 -0.2916683 -0.24448572 0.2525589 0.23006123 0.28421357 -0.30460536 -0.20570563 -0.47736478 -0.3753008 0.44036785
treading 0.33283272 0.6727327 -0.19955982 -0.14074852 0.14594401 0.43251935 -0.34613687 0.5532352 0.28984642 0.3499669 -0.54477525 -0.2867254 -0.79027814 -0.17009993 -0.32418966 -0.19728902 0.45099002 0.014029927 -0.24551277 -0.026935015 0.7679451 -0.2862411 -0.22628728 0.019890966 0.5593106 0.2676341 -0.64830244 -0.52290225 -0.22226886 -0.4052723 -0.1572665 -0.037278533 -0.4453759 -0.33121437 0.7462902 0.4529024 0.22358856 -0.06177594 -0.29795593 -0.08495054 -0.19677949 0.3901602 -0.033844512 -0.019239703 0.13360706 -0.42638782 -0.3894933 -0.45544377 -0.14638543 -0.41037107
kindly -0.026280465 0.31030822 -0.13975786 0.1158325 0.15269497 0.038837254 -0.22714071 -0.0029770015 0.41018882 0.20701993 -0.15049909 0.006648703 -0.3090389 -0.10527963 -0.1399274 0.07034904 0.3422114 -0.22515975 0.015237767 -0.3749201 -0.027876157 0.108537346 -0.09312933 -0.26525688 0.10436372 -0.25903472 0.027015243 0.020938642 -0.053678382 -0.034032412 -0.06438079 -0.053192653 -0.16807942 -0.064278424 0.18221658 -0.008301855 -0.3535353 -0.0073823147 -0.053973343 -0.03313394 -0.36248255 0.03090017 0.27316555 0.28752804 0.29739264 -0.4580065 0.12842837 0.2091818 0.18375571 0.20586611
dinn 0.27010366 0.35401127 -0.088854924 0.6038994 0.12702738 0.25125548 -0.30850938 -0.30240494 0.32335073 0.08624497 -0.120557785 -0.071967326 -0.31193548 -0.47973716 -0.03479828 0.42329493 0.312323 -0.010467992 0.2821987 0.14708582 0.3476194 -0.48420396 0.22645898 -0.58470356 -0.19643158 -0.18274252 -0.16347732 -0.26285714 0.35478216 -0.2352046 0.015325941 0.104696326 -0.41496533 -0.15985636 0.026951145 -0.34872165 0.042321723 -0.08649435 0.0257831 0.31611633 -0.365021 -0.0076487656 -0.15526776 -0.2832723 -0.13525787 -0.38096496 0.24115616 -0.41114122 0.02815065 0.018491669
thoughts -0.08231446 0.17243549 -0.40668917 0.16981357 -0.32055214 0.4173589 -0.5709017 0.10729529 0.007853464 -0.027033579 0.02729544 -0.23522408 -0.15788557 -0.314666 0.35989267 -0.4812506 0.10677445 -0.14751942 -0.13672185 -0.16833349 0.0006513407 -0.2723311 -0.29409018 -0.19739534 0.071852475 -0.035067026 -0.27714634 -0.15778092 0.24686262 -0.24709588 -0.41723886 -0.41515204 -0.13384278 -0.1081877 0.28317735 -0.41648322 -0.24824782 -0.22597447 -0.058775194 0.06456616 -0.19303447 0.0439496 -0.3024759 0.11518758 -0.07560278 -0.262813 -0.033685517 0.17901358 -0.06276146 0.4522464
